elapsed,opt_dens1,opt_dens2,opt_dens3,opt_dens4,opt_dens5,opt_dens6,opt_dens7,opt_dens8,led_ref1,led_ref2,led_ref3,led_ref4,int_temp1,int_temp2,int_temp3,int_temp4,int_press1,int_press2,int_press3,int_press4,int_humid1,int_humid2,int_humid3,int_humid4,ext_temp1,ext_temp2,ext_temp3,ext_temp4,atm_temp,atm_press
0.0,4.150844586861982,4.035999084458687,3.9539665827420465,4.019592584115358,0.049219501029983986,0.049219501029983986,0.049219501029983986,0.049219501029983986,0.32375,1.9196250000000001,1.8082500000000001,0.31475000000000003,24.7771484375,24.46328125,24.3611328125,24.7248046875,1039.8348620471857,1047.6760008405518,1035.1569175958994,1045.593328071128,81.02297010206253,87.20845256321724,94.02459055587526,74.83236754286081,23.875,24.0,85.0,23.812,23.8279296875,1023.2581611003413
30.001,4.019592584115358,4.035999084458687,3.7570885786221107,4.019592584115358,0.049219501029983986,0.049219501029983986,0.049219501029983986,0.049219501029983986,0.32175,1.919875,1.848,0.291125,24.7822265625,24.49375,24.412109375,24.7958984375,1039.603627103603,1047.4000649595519,1034.5048358860333,1045.4567846629427,83.21893285581443,88.94140560661799,95.4583166730142,77.62820510255119,23.875,24.0,85.0,23.875,23.7875,1023.2334503041167
60.003,4.019592584115358,4.035999084458687,3.7406820782787826,4.019592584115358,0.049219501029983986,0.049219501029983986,0.049219501029983986,0.049219501029983986,0.3215,1.94225,1.81525,0.349875,24.756640625,24.5140625,24.412109375,24.8314453125,1039.4540854855172,1047.1808926830652,1033.9277164422194,1045.3788259478172,85.54863501828841,89.9737186342735,96.35451244739745,79.64743555949605,23.875,24.0,85.0,23.875,23.7671875,1023.2094920046624
90.004,4.019592584115358,4.035999084458687,3.7570885786221107,4.019592584115358,0.049219501029983986,0.049219501029983986,0.049219501029983986,0.049219501029983986,0.321625,1.90175,1.8185,0.313,24.7208984375,24.508984375,24.401953125,24.851953125,1039.3418489116914,1047.0529411780526,1033.4402947780063,1045.2720207206996,86.45548996688038,90.64800627091402,96.93329652445635,81.02362749873024,23.875,24.0,85.0,23.875,23.7671875,1023.2556734004978
120.005,4.019592584115358,4.035999084458687,3.9047470817120624,4.019592584115358,0.049219501029983986,0.049219501029983986,0.049219501029983986,0.049219501029983986,0.321875,1.911375,1.780375,0.340875,24.664453125,24.488671875,24.3712890625,24.85703125,1039.209216569364,1046.9629101424105,1032.989212937023,1045.2572030883953,88.07054136613587,91.40338473909115,97.55315436231291,81.9874376824379,23.875,24.062,85.0,23.875,23.751953125,1023.2103883429818
150.006,4.035999084458687,4.035999084458687,3.7406820782787826,4.019592584115358,0.049219501029983986,0.049219501029983986,0.049219501029983986,0.049219501029983986,0.321875,1.9332500000000001,1.871625,0.27375,24.6337890625,24.458203125,24.33046875,24.8162109375,1039.0970090652156,1046.844101385679,1032.5802058747377,1045.162733714931,89.18154210023452,91.92341321945177,97.98292247136865,83.34230317538031,23.937,24.0,85.0,23.875,23.7419921875,1023.2444895503401
180.007,4.019592584115358,4.035999084458687,3.7078690775921266,4.019592584115358,0.049219501029983986,0.049219501029983986,0.049219501029983986,0.049219501029983986,0.322125,1.9100000000000001,1.8205,0.29712500000000003,24.5775390625,24.4173828125,24.2947265625,24.7908203125,1039.03020061309,1046.7608847194115,1032.138323995464,1045.1339033248323,90.08017465736322,92.92152508015273,98.56951080034702,83.69053501981273,23.875,24.0,85.0,23.875,23.7369140625,1023.2191998147247
210.008,4.00318608377203,4.052405584802014,3.9211535820553904,4.019592584115358,0.049219501029983986,0.049219501029983986,0.049219501029983986,0.049219501029983986,0.322125,1.935,1.814125,0.349375,24.526171875,24.371484375,24.25390625,24.7654296875,1038.9421186779443,1046.6730442907547,1031.8002453522383,1045.0739056445811,91.0264816020657,93.54070864885178,98.38124983899087,84.80551786998032,23.937,24.0,85.0,23.875,23.7318359375,1023.2329828847832
240.01,4.019592584115358,4.035999084458687,3.6750560769054705,4.019592584115358,0.049219501029983986,0.049219501029983986,0.049219501029983986,0.049219501029983986,0.322125,1.9455,1.81375,0.351625,24.4853515625,24.35625,24.212890625,24.7451171875,1038.862144883284,1046.6270714595325,1031.4511125708348,1045.0423137566881,91.99621096873679,93.95381850528813,99.0353944189537,85.08387045732992,23.937,24.0,85.0,23.875,23.7369140625,1023.2584155787051
270.011,4.019592584115358,4.035999084458687,3.7570885786221107,4.019592584115358,0.049219501029983986,0.049219501029983986,0.049219501029983986,0.049219501029983986,0.322125,1.895375,1.848125,0.26875,24.4341796875,24.30546875,24.1771484375,24.709375,1038.823691007194,1046.5582671879265,1031.105956141398,1045.001964918733,92.54585010750232,95.14987833971563,99.1230586689029,86.09509730511975,23.937,24.0,85.0,23.875,23.7318359375,1023.2667981058814
300.012,4.019592584115358,4.035999084458687,3.7899015793087667,4.019592584115358,0.049219501029983986,0.049219501029983986,0.049219501029983986,0.049219501029983986,0.32225,1.894125,1.849,0.268125,24.3931640625,24.2748046875,24.126171875,24.67890625,1038.7637974595998,1046.527188127268,1030.814449616822,1044.9632577306872,93.50433576205556,95.51379427196846,99.7515608005647,86.47073418881281,23.937,24.0,85.0,23.875,23.7216796875,1023.2704933235814
