elapsed,opt_dens1,opt_dens2,opt_dens3,opt_dens4,opt_dens5,opt_dens6,opt_dens7,opt_dens8,led_ref1,led_ref2,led_ref3,led_ref4,int_temp1,int_temp2,int_temp3,int_temp4,int_press1,int_press2,int_press3,int_press4,int_humid1,int_humid2,int_humid3,int_humid4,ext_temp1,ext_temp2,ext_temp3,ext_temp4,atm_temp,atm_press
0.003,2.8875440604257268,3.9047470817120624,3.6586495765621425,3.9211535820553904,0.049219501029983986,0.049219501029983986,0.049219501029983986,0.049219501029983986,0.67125,1.451,1.3285,0.594,25.5810546875,25.746484375,25.601953125,28.3765625,1027.8847171772852,1028.073018770749,1026.3873923297333,1035.4593524927027,100,100,100,85.61439909509073,25.812,26.0,85.0,26.062,25.6537109375,1018.1216567260344
30.004,3.248487067978943,3.346926070038911,3.9211535820553904,3.051609063859007,0.049219501029983986,0.049219501029983986,0.06562600137331197,0.049219501029983986,0.669375,1.478375,1.425375,0.533875,25.5810546875,25.746484375,25.6173828125,28.4171875,1027.8689613649485,1028.0849352043856,1026.4128119917186,1035.4260996745675,100,100,100,85.05158771018804,25.812,26.0,85.0,26.062,25.6333984375,1018.1121683335961
60.006,2.7891050583657586,3.642243076218815,3.264893568322271,3.9211535820553904,0.049219501029983986,0.049219501029983986,0.049219501029983986,0.049219501029983986,0.673,1.4548750000000001,1.411125,0.5225,25.5810546875,25.7515625,25.6123046875,28.4478515625,1027.8926130741152,1028.0846233747586,1026.3957057050718,1035.4290942270748,100,100,100,84.96576090835669,25.812,26.0,85.0,26.062,25.61328125,1018.1237797925032
90.007,3.7406820782787826,3.9375600823987185,3.7406820782787826,3.9211535820553904,0.049219501029983986,0.06562600137331197,0.06562600137331197,0.049219501029983986,0.676,1.4815,1.381625,0.607,25.57578125,25.7361328125,25.591796875,28.4580078125,1027.8613414361284,1028.0525017032307,1026.3536877664746,1035.3877110910514,100,100,100,84.98393976236936,25.812,26.0,85.0,26.062,25.59296875,1018.1139700976757
120.008,2.8219180590524147,3.8719340810254064,3.6094300755321584,2.723479056992447,0.049219501029983986,0.049219501029983986,0.06562600137331197,0.049219501029983986,0.678125,1.463375,1.421125,0.53725,25.570703125,25.7259765625,25.58671875,28.4375,1027.8649566617064,1028.0349883860126,1026.334045085943,1035.3844537353307,100,100,100,84.68248819156409,25.812,26.0,85.0,26.062,25.5677734375,1018.1276054848806
150.009,3.9703730830853745,2.050812542915999,3.051609063859007,2.592227054245823,0.049219501029983986,0.049219501029983986,0.06562600137331197,0.049219501029983986,0.68,1.481375,1.3936250000000001,0.5865,25.55546875,25.7158203125,25.5765625,28.42734375,1027.8556068306211,1028.046280344949,1026.3406665338996,1035.325235789013,100,100,100,84.4365782259402,25.812,26.0,85.0,26.062,25.5525390625,1018.0786939991615
180.01,4.00318608377203,2.149251544975967,2.378942549782559,2.8711375600823987,0.049219501029983986,0.049219501029983986,0.06562600137331197,0.049219501029983986,0.681125,1.456375,1.41225,0.551,25.51953125,25.7005859375,25.5662109375,28.396875,1027.822920872313,1028.0353787382517,1026.3122586078675,1035.2935765330003,100,100,100,84.22399665340792,25.812,26.0,85.0,26.062,25.5525390625,1018.1156368835861
210.012,3.8227145799954223,3.9375600823987185,2.231284046692607,3.9703730830853745,0.049219501029983986,0.049219501029983986,0.06562600137331197,0.049219501029983986,0.6815,1.4505000000000001,1.419125,0.536125,25.509375,25.6751953125,25.53046875,28.38671875,1027.8051235422004,1028.0338156597513,1026.3226550464406,1035.2541695684474,100,100,100,84.47144283952274,25.812,26.0,85.0,26.0,25.5576171875,1018.1312490023755
240.013,3.8555275806820783,4.00318608377203,3.543804074158847,3.642243076218815,0.049219501029983986,0.06562600137331197,0.049219501029983986,0.049219501029983986,0.68125,1.484625,1.398375,0.57775,25.4939453125,25.66484375,25.505078125,28.3765625,1027.8101510674744,1028.0159875889008,1026.310870861458,1035.2557720467737,100,100,100,84.30936881945051,25.812,26.0,85.0,26.062,25.5626953125,1018.1241858841505
270.014,3.1992675669489588,3.297706569008927,2.969576562142367,3.9539665827420465,0.049219501029983986,0.049219501029983986,0.06562600137331197,0.049219501029983986,0.684625,1.477125,1.3956250000000001,0.564625,25.4888671875,25.6546875,25.4998046875,28.361328125,1027.7907038038984,1028.0013824463285,1026.2966663010634,1035.2145525707767,100,100,100,84.43511910186595,25.812,26.0,85.0,26.0,25.5525390625,1018.1224760838934
300.015,2.329723048752575,2.6086335545891512,2.6086335545891512,3.7242755779354546,0.049219501029983986,0.049219501029983986,0.06562600137331197,0.049219501029983986,0.685625,1.4388750000000001,1.4212500000000001,0.53925,25.4734375,25.634375,25.4947265625,28.371484375,1027.7371606448671,1027.990884578442,1026.2745695858564,1035.21289749052,100,100,100,84.60273649020434,25.812,26.0,85.0,26.0,25.5576171875,1018.11586092439
330.017,3.888340581368735,3.7899015793087667,2.8711375600823987,3.642243076218815,0.049219501029983986,0.049219501029983986,0.06562600137331197,0.049219501029983986,0.68525,1.442375,1.4448750000000001,0.525875,25.46328125,25.62421875,25.4693359375,28.35625,1027.7545991842305,1027.9634241854963,1026.2524725105186,1035.1716790581493,100,100,100,84.14530820836788,25.812,26.0,85.0,26.0,25.5474609375,1018.1033983106482
360.018,3.9703730830853745,3.7078690775921266,2.8711375600823987,3.1172350652323186,0.049219501029983986,0.049219501029983986,0.049219501029983986,0.049219501029983986,0.68625,1.4675,1.447125,0.55575,25.4478515625,25.6140625,25.44375,28.341015625,1027.7215991336889,1027.9976029078825,1026.2556460064368,1035.1585440971428,100,100,100,84.09888934381985,25.812,26.0,85.0,26.0,25.5171875,1018.1299371396157
390.02,3.7734950789654382,3.888340581368735,1.9195605401693754,2.657853055619135,0.049219501029983986,0.06562600137331197,0.06562600137331197,0.049219501029983986,0.6863750000000001,1.461625,1.41475,0.53425,25.42734375,25.5935546875,25.4283203125,28.3103515625,1027.6728517406673,1027.9204199650676,1026.2318851910613,1035.1025897521386,100,100,100,84.38014130331588,25.812,26.0,85.0,26.0,25.50703125,1018.169482337444
420.021,3.986779583428702,3.593023575188831,1.5093980315861755,3.8227145799954223,0.049219501029983986,0.049219501029983986,0.06562600137331197,0.049219501029983986,0.685625,1.464875,1.42825,0.53225,25.4171875,25.5833984375,25.4130859375,28.2900390625,1027.6610693667017,1027.9645410766648,1026.2006044223408,1035.1157209670569,100,100,100,84.13280277761062,25.812,26.0,85.0,26.0,25.4818359375,1018.1686620662836
450.022,3.396145571068895,3.1664545662623027,2.592227054245823,3.543804074158847,0.049219501029983986,0.049219501029983986,0.06562600137331197,0.049219501029983986,0.688375,1.46025,1.4548750000000001,0.518875,25.4068359375,25.5783203125,25.3978515625,28.2798828125,1027.675593598375,1027.9142607962924,1026.1756355625535,1035.0381504380339,100,100,100,84.44831502988552,25.812,26.0,85.0,26.0,25.4767578125,1018.142295080039
480.024,2.936763561455711,3.986779583428702,3.7406820782787826,2.674259555962463,0.049219501029983986,0.049219501029983986,0.06562600137331197,0.049219501029983986,0.68975,1.4935,1.4065,0.603375,25.3966796875,25.5478515625,25.372265625,28.2544921875,1027.6727619207593,1027.8572845674053,1026.1318130040604,1035.0167417583593,100,100,100,84.18027854937286,25.812,26.062,85.0,26.0,25.4716796875,1018.1224462971585
510.025,3.051609063859007,3.986779583428702,3.3633325703822385,3.986779583428702,0.049219501029983986,0.049219501029983986,0.049219501029983986,0.049219501029983986,0.687,1.501875,1.382125,0.58925,25.38125,25.5427734375,25.3671875,28.2341796875,1027.6547302985566,1027.9014008520678,1026.13933186056,1034.9822505052093,100,100,100,84.43876142821945,25.812,26.0,85.0,26.0,25.4513671875,1018.1040852817976
540.026,3.9047470817120624,3.6094300755321584,3.986779583428702,3.8227145799954223,0.049219501029983986,0.06562600137331197,0.06562600137331197,0.049219501029983986,0.685625,1.488875,1.400625,0.5635,25.366015625,25.5275390625,25.3466796875,28.2037109375,1027.6296292763416,1027.8623401359803,1026.0826682090371,1034.9526718796246,100,100,100,84.21467075655957,25.75,26.0,85.0,26.0,25.4412109375,1018.1468227142427
570.027,3.8063080796520947,3.9539665827420465,3.5273975738155183,3.7078690775921266,0.049219501029983986,0.049219501029983986,0.049219501029983986,0.049219501029983986,0.6833750000000001,1.471,1.435125,0.525,25.3607421875,25.5171875,25.326171875,28.2037109375,1027.6369298661305,1027.8636823057982,1026.0539221634772,1034.9344704635728,100,100,100,84.1758034766019,25.812,26.0,85.0,26.0,25.4564453125,1018.1585678250195
600.028,3.9375600823987185,3.593023575188831,2.936763561455711,3.9703730830853745,0.049219501029983986,0.049219501029983986,0.06562600137331197,0.049219501029983986,0.68275,1.485875,1.44775,0.526875,25.3404296875,25.501953125,25.3109375,28.183203125,1027.6084515222244,1027.829593876715,1026.076279512482,1034.8735062983687,100,100,100,84.20712765086601,25.812,26.0,85.0,26.0,25.4412109375,1018.1812337789742
630.03,2.411755550469215,2.707072556649119,2.198471046005951,2.772698558022431,0.049219501029983986,0.049219501029983986,0.06562600137331197,0.049219501029983986,0.683875,1.5033750000000001,1.42025,0.56125,25.3404296875,25.48671875,25.2904296875,28.152734375,1027.5704281190744,1027.8422048802681,1026.0529730209141,1034.8949042179543,100,100,100,84.7153736867974,25.812,26.0,85.0,25.937,25.4513671875,1018.1314372333757
660.031,2.6086335545891512,4.00318608377203,2.214877546349279,3.986779583428702,0.049219501029983986,0.049219501029983986,0.049219501029983986,0.049219501029983986,0.683875,1.443375,1.4345,0.538375,25.325,25.48671875,25.2904296875,28.183203125,1027.568697595546,1027.8415739987304,1026.030913919932,1034.8502313024726,100,100,100,84.58769739053483,25.812,26.0,85.0,25.937,25.4716796875,1018.142295080039
690.032,3.9703730830853745,3.6586495765621425,3.051609063859007,3.7734950789654382,0.049219501029983986,0.049219501029983986,0.06562600137331197,0.049219501029983986,0.681625,1.494125,1.398125,0.6245,25.319921875,25.471484375,25.2802734375,28.1578125,1027.579102090397,1027.832657350268,1026.0395193380677,1034.8371482899856,100,100,100,84.37119159973945,25.812,26.0,85.0,26.0,25.491796875,1018.132315237667
720.034,3.346926070038911,3.9047470817120624,3.8719340810254064,3.8719340810254064,0.049219501029983986,0.049219501029983986,0.049219501029983986,0.049219501029983986,0.68,1.476625,1.3915,0.594875,25.3146484375,25.461328125,25.2701171875,28.14765625,1027.5579657648125,1027.824056330185,1026.0091516584516,1034.856900596134,100,100,100,84.78045353510296,25.812,26.0,85.0,25.937,25.512109375,1018.1267407474808
750.035,3.7734950789654382,3.593023575188831,2.1164385442893114,3.9703730830853745,0.049219501029983986,0.049219501029983986,0.06562600137331197,0.049219501029983986,0.677,1.466625,1.435375,0.531625,25.3095703125,25.4509765625,25.2701171875,28.142578125,1027.569786314128,1027.8167965493922,1026.0369466079549,1034.8007490526784,100,100,100,84.27985232258621,25.812,26.0,85.0,25.937,25.501953125,1018.1630886844915
