elapsed,opt_dens1,opt_dens2,opt_dens3,opt_dens4,opt_dens5,opt_dens6,opt_dens7,opt_dens8,led_ref1,led_ref2,led_ref3,led_ref4,int_temp1,int_temp2,int_temp3,int_temp4,int_press1,int_press2,int_press3,int_press4,int_humid1,int_humid2,int_humid3,int_humid4,ext_temp1,ext_temp2,ext_temp3,ext_temp4,atm_temp,atm_press
0.0,0.049219501029983986,0.049219501029983986,0.049219501029983986,0.032813000686655984,0.032813000686655984,0.032813000686655984,0.049219501029983986,0.032813000686655984,0.03825,0.038375,0.037625,0.058750000000000004,22.8162109375,22.8134765625,22.78828125,22.9650390625,1035.6346350435588,1035.984624433498,1044.1925320474063,1039.1345026010918,85.11759321613282,95.69223682136688,87.67002271268538,84.98000043880351,22.5,22.875,127.937,127.937,22.7607421875,1019.6633421540502
30.001,0.032813000686655984,0.049219501029983986,0.049219501029983986,0.032813000686655984,0.032813000686655984,0.032813000686655984,0.032813000686655984,0.049219501029983986,0.069375,0.0315,0.044625,0.05,22.92890625,22.894921875,22.859765625,23.0208984375,1034.688805043525,1035.3547859050734,1043.740217848386,1038.9121401033271,87.22427684791538,96.36206945665006,87.61204053478306,85.99031434124507,22.5,22.812,127.937,127.937,22.7759765625,1019.6910549239184
60.005,0.032813000686655984,0.049219501029983986,0.049219501029983986,0.032813000686655984,0.032813000686655984,0.032813000686655984,0.032813000686655984,0.032813000686655984,0.04275,0.037625,0.035625000000000004,0.059500000000000004,22.980078125,22.9560546875,22.8904296875,23.0513671875,1034.1947337141867,1034.883664988339,1043.3462820954228,1038.7522501609376,88.23137321177407,95.43290486410515,88.00944897056662,86.91395090994493,22.5,22.875,127.937,127.937,22.7759765625,1019.661510877666
90.008,3.7734950789654382,3.7078690775921266,3.1336415655756467,3.7570885786221107,0.049219501029983986,0.049219501029983986,0.06562600137331197,0.049219501029983986,0.3935,1.8923750000000001,1.8065,0.645,23.0056640625,22.9814453125,22.9005859375,23.0615234375,1033.9200698527688,1034.5852538082263,1043.1338645541518,1038.690330105342,89.22281205454803,95.44779887591453,87.97712180299915,87.67291770222079,22.562,22.875,127.937,127.937,22.801171875,1019.6420080884302
120.012,3.8391210803387508,3.7734950789654382,3.0680155642023346,3.7734950789654382,0.049219501029983986,0.049219501029983986,0.06562600137331197,0.049219501029983986,0.316,1.747875,1.775125,0.652375,23.0005859375,22.9966796875,22.9005859375,23.076953125,1033.7601978827367,1034.4103033934186,1043.0576690261025,1038.6984467744508,89.79188046419654,95.38680252236209,88.46599158546923,88.25958611073183,22.562,22.875,127.937,127.937,22.811328125,1019.6384512381551
150.014,3.7899015793087667,3.7078690775921266,3.100828564888991,3.7570885786221107,0.049219501029983986,0.049219501029983986,0.06562600137331197,0.049219501029983986,0.213875,1.9305,1.75,0.660875,22.9955078125,23.012109375,22.8904296875,23.076953125,1033.607231059086,1034.3079509270815,1042.9953657364888,1038.6641561964068,90.67448845243806,95.91355208424939,88.97559354041731,88.80342942963237,22.562,22.875,127.937,127.937,22.811328125,1019.582119670881
180.016,3.7734950789654382,3.7570885786221107,3.0844220645456626,3.7899015793087667,0.049219501029983986,0.049219501029983986,0.06562600137331197,0.049219501029983986,0.236375,1.915375,1.764,0.644,22.98515625,22.9966796875,22.880078125,23.08203125,1033.5264849302218,1034.20145808744,1042.8891233980257,1038.6180123613337,91.52430775159355,96.32509185777553,89.65263980870216,89.85458040379137,22.562,22.875,127.937,127.937,22.8265625,1019.6140074969438
210.017,3.8063080796520947,3.7242755779354546,3.100828564888991,3.7242755779354546,0.049219501029983986,0.049219501029983986,0.06562600137331197,0.049219501029983986,0.26075,1.934375,1.73825,0.6865,22.9646484375,22.9966796875,22.869921875,23.076953125,1033.464915662511,1034.1956936800511,1042.8265581620442,1038.6326954357687,91.8182554740988,96.71183340095868,89.68981050651546,90.00195202101374,22.562,22.937,127.937,127.937,22.8517578125,1019.5827356758955
240.018,3.7570885786221107,3.6750560769054705,3.0844220645456626,3.7242755779354546,0.049219501029983986,0.049219501029983986,0.06562600137331197,0.049219501029983986,0.197625,1.93625,1.759625,0.6461250000000001,22.933984375,22.9814453125,22.8341796875,23.0615234375,1033.4298110811274,1034.1399589066884,1042.823653949634,1038.6424536940142,92.42361805718117,97.24129679778142,90.63436980032556,90.50485497982505,22.562,22.937,127.937,127.937,22.8720703125,1019.6226754901047
270.02,3.8227145799954223,3.6750560769054705,3.1992675669489588,3.7406820782787826,0.049219501029983986,0.049219501029983986,0.06562600137331197,0.049219501029983986,0.289625,1.9160000000000001,1.779875,0.633125,22.9185546875,22.9662109375,22.81875,23.0310546875,1033.3697842908662,1034.0904953599238,1042.7797174183213,1038.5907948670658,93.24280072447372,97.62654074015539,90.64177887461385,90.92979373300504,22.562,22.937,127.937,127.937,22.8771484375,1019.6037935718923
300.022,3.7899015793087667,3.8063080796520947,3.100828564888991,3.8063080796520947,0.049219501029983986,0.049219501029983986,0.06562600137331197,0.049219501029983986,0.160125,1.967375,1.70975,0.70825,22.8828125,22.9357421875,22.78828125,23.0208984375,1033.3185178511953,1034.077263154774,1042.755654490112,1038.616783625685,93.56460343040042,98.11277620129901,91.08049623770715,91.35402195146696,22.562,22.937,127.937,127.937,22.8771484375,1019.6034856436692
